Associated Gene Name	Description	Gene Biotype
CTD-3148I10.1	uncharacterized protein LOC100507003 precursor	protein_coding
SLC17A7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	protein_coding
PIH1D1	PIH1 domain containing 1	protein_coding
ALDH16A1	aldehyde dehydrogenase 16 family, member A1	protein_coding
NPPA-AS1	NPPA antisense RNA 1 (non-protein coding)	antisense
FLT3LG	fms-related tyrosine kinase 3 ligand	protein_coding
RPL13A	ribosomal protein L13a	protein_coding
RPL13A	ribosomal protein L13a	protein_coding
RPL13A	ribosomal protein L13a	protein_coding
RPL13A	ribosomal protein L13a	protein_coding
RPL13A	ribosomal protein L13a	protein_coding
RPS11	ribosomal protein S11	protein_coding
FCGRT	Fc fragment of IgG, receptor, transporter, alpha	protein_coding
RCN3	reticulocalbin 3, EF-hand calcium binding domain	protein_coding
NOSIP	nitric oxide synthase interacting protein	protein_coding
PRRG2	proline rich Gla (G-carboxyglutamic acid) 2	protein_coding
PRR12	proline rich 12	protein_coding
RRAS	related RAS viral (r-ras) oncogene homolog	protein_coding
RP11-169K16.9		lincRNA
SCAF1	SR-related CTD-associated factor 1	protein_coding
IRF3	interferon regulatory factor 3	protein_coding
BCL2L12	BCL2-like 12 (proline rich)	protein_coding
CROCCP3	ciliary rootlet coiled-coil, rootletin pseudogene 3	pseudogene
PRMT1	protein arginine methyltransferase 1	protein_coding
ZNF321P	zinc finger protein 321, pseudogene	protein_coding
ZNF160	zinc finger protein 160	protein_coding
ZNF415	zinc finger protein 415	protein_coding
NAT14	N-acetyltransferase 14 (GCN5-related, putative)	protein_coding
SSC5D	scavenger receptor cysteine rich domain containing (5 domains)	protein_coding
SBK2	SH3-binding domain kinase family, member 2	protein_coding
AC008735.15	putative uncharacterized serine/threonine-protein kinase SgK110	protein_coding
RP11-297H3.4		lincRNA
ZNF579	zinc finger protein 579	protein_coding
FIZ1	FLT3-interacting zinc finger 1	protein_coding
ZNF524	zinc finger protein 524	protein_coding
ZNF865	zinc finger protein 865	protein_coding
ZNF784	zinc finger protein 784	protein_coding
ZNF580	zinc finger protein 580	protein_coding
ZNF581	zinc finger protein 581	protein_coding
CCDC106	coiled-coil domain containing 106	protein_coding
U2AF2	U2 small nuclear RNA auxiliary factor 2	protein_coding
TOP1P1	topoisomerase (DNA) I pseudogene 1	pseudogene
EPN1	epsin 1	protein_coding
NLRP9	NLR family, pyrin domain containing 9	protein_coding
RFPL4A	ret finger protein-like 4A	protein_coding
COBLL1	COBL-like 1	protein_coding
DNAJC11	DnaJ (Hsp40) homolog, subfamily C, member 11	protein_coding
ZNF347	zinc finger protein 347	protein_coding
RP11-540A21.2		lincRNA
RP11-540A21.3		lincRNA
RP11-486A14.2		antisense
RP11-887P2.1		lincRNA
RP11-685M7.5		antisense
CTD-2003C8.1		lincRNA
KRT19P2	keratin 19 pseudogene 2	pseudogene
KRT19P2	keratin 19 pseudogene 2	pseudogene
CAMTA1	calmodulin binding transcription activator 1	protein_coding
SLC38A11	solute carrier family 38, member 11	protein_coding
CTC-497E21.4		lincRNA
DNAJC19	DnaJ (Hsp40) homolog, subfamily C, member 19	protein_coding
SCN3A	sodium channel, voltage-gated, type III, alpha subunit	protein_coding
RMST	rhabdomyosarcoma 2 associated transcript (non-protein coding)	lincRNA
SOX2	SRY (sex determining region Y)-box 2	protein_coding
VAMP3	vesicle-associated membrane protein 3 (cellubrevin)	protein_coding
ATP11B	ATPase, class VI, type 11B	protein_coding
PER3	period homolog 3 (Drosophila)	protein_coding
SLC9A7P1	solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7 pseudogene 1	pseudogene
RP11-181C3.2		lincRNA
SAA3P	serum amyloid A3 pseudogene	pseudogene
UTS2	urotensin 2	protein_coding
SCN2A	sodium channel, voltage-gated, type II, alpha subunit	protein_coding
DCUN1D1	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	protein_coding
TNFRSF9	tumor necrosis factor receptor superfamily, member 9	protein_coding
PARK7	parkinson protein 7	protein_coding
RP11-504G3.1		lincRNA
MCCC1	methylcrotonoyl-CoA carboxylase 1 (alpha)	protein_coding
CSRNP3	cysteine-serine-rich nuclear protein 3	protein_coding
ERRFI1	ERBB receptor feedback inhibitor 1	protein_coding
NAV2-AS4	NAV2 antisense RNA 4 (non-protein coding)	antisense
GALNT3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)	protein_coding
SLC45A1	solute carrier family 45, member 1	protein_coding
RP11-642P15.1		pseudogene
RERE	arginine-glutamic acid dipeptide (RE) repeats	protein_coding
TTC21B	tetratricopeptide repeat domain 21B	protein_coding
LAMP3	lysosomal-associated membrane protein 3	protein_coding
RP11-482D24.2		processed_transcript
MCF2L2	MCF.2 cell line derived transforming sequence-like 2	protein_coding
SCN1A	sodium channel, voltage-gated, type I, alpha subunit	protein_coding
ENO1	enolase 1, (alpha)	protein_coding
BDNF-AS1	BDNF antisense RNA 1 (non-protein coding)	lincRNA
RP11-117B7.1		antisense
MGC14436		antisense
MIR4454	microRNA 4454	lincRNA
SCN9A	sodium channel, voltage-gated, type IX, alpha subunit	protein_coding
RP1-46F2.2		lincRNA
B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	protein_coding
CA6	carbonic anhydrase VI	protein_coding
C12orf47	chromosome 12 open reading frame 47	lincRNA
SCN7A	sodium channel, voltage-gated, type VII, alpha subunit	protein_coding
ZNF665	zinc finger protein 665	protein_coding
KLHL6	kelch-like 6 (Drosophila)	protein_coding
ZNF677	zinc finger protein 677	protein_coding
VN1R2	vomeronasal 1 receptor 2	protein_coding
VN1R4	vomeronasal 1 receptor 4	protein_coding
ADAM1	ADAM metallopeptidase domain 1, pseudogene	pseudogene
UOX	urate oxidase, pseudogene	pseudogene
SLC2A7	solute carrier family 2 (facilitated glucose transporter), member 7	protein_coding
BIRC8	baculoviral IAP repeat containing 8	protein_coding
ZNF845	zinc finger protein 845	protein_coding
SLC2A5	solute carrier family 2 (facilitated glucose/fructose transporter), member 5	protein_coding
ZNF765	zinc finger protein 765	protein_coding
KLHL24	kelch-like 24 (Drosophila)	protein_coding
ZNF813	zinc finger protein 813	protein_coding
ZNF331	zinc finger protein 331	protein_coding
XIRP2	xin actin-binding repeat containing 2	protein_coding
WT1-AS	WT1 antisense RNA (non-protein coding)	antisense
CLCA3P	chloride channel accessory 3, pseudogene	pseudogene
RP4-544H6.2		lincRNA
RP11-348A11.4		non_coding
RP11-385N17.1		antisense
GBP1P1	guanylate binding protein 1, interferon-inducible pseudogene 1	pseudogene
YEATS2	YEATS domain containing 2	protein_coding
RP5-1007M22.2		antisense
DPRX	divergent-paired related homeobox	protein_coding
NLRP12	NLR family, pyrin domain containing 12	protein_coding
GPR157	G protein-coupled receptor 157	protein_coding
H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	protein_coding
GEMIN8P4	gem (nuclear organelle) associated protein 8 pseudogene 4	pseudogene
B3GALT1	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1	protein_coding
STK39	serine threonine kinase 39	protein_coding
CROCCP2	ciliary rootlet coiled-coil, rootletin pseudogene 2	lincRNA
HSP90B3P	heat shock protein 90kDa beta (Grp94), member 3, pseudogene	pseudogene
MYADM	myeloid-associated differentiation marker	protein_coding
RP1-163M9.6		pseudogene
SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	protein_coding
CPT1C	carnitine palmitoyltransferase 1C	protein_coding
SLC25A33	solute carrier family 25, member 33	protein_coding
RP4-717I23.3		processed_transcript
MAP6D1	MAP6 domain containing 1	protein_coding
ESPNP	espin pseudogene	pseudogene
TMEM201	transmembrane protein 201	protein_coding
PRKCG	protein kinase C, gamma	protein_coding
TSKS	testis-specific serine kinase substrate	protein_coding
AP2A1	adaptor-related protein complex 2, alpha 1 subunit	protein_coding
PARL	presenilin associated, rhomboid-like	protein_coding
RP5-1033H22.2		antisense
CACNG7	calcium channel, voltage-dependent, gamma subunit 7	protein_coding
CACNG8	calcium channel, voltage-dependent, gamma subunit 8	protein_coding
FUZ	fuzzy homolog (Drosophila)	protein_coding
CACNG6	calcium channel, voltage-dependent, gamma subunit 6	protein_coding
CERS6	ceramide synthase 6	protein_coding
VSTM1	V-set and transmembrane domain containing 1	protein_coding
RP4-749H3.1		lincRNA
PIK3CD	phosphoinositide-3-kinase, catalytic, delta polypeptide	protein_coding
RP4-639F20.1		antisense
TARM1	T cell-interacting, activating receptor on myeloid cells 1	protein_coding
RP5-1071N3.1		antisense
OSCAR	osteoclast associated, immunoglobulin-like receptor	protein_coding
MED25	mediator complex subunit 25	protein_coding
RP4-617C6.1		lincRNA
NOSTRIN	nitric oxide synthase trafficker	protein_coding
NDUFA3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa	protein_coding
RP5-886K2.3		antisense
MIR137HG	MIR137 host gene (non-protein coding)	lincRNA
RP11-10N16.2		lincRNA
MIR2682	microRNA 2682	pseudogene
RP5-896L10.1		processed_transcript
TFPT	TCF3 (E2A) fusion partner (in childhood Leukemia)	protein_coding
PTOV1	prostate tumor overexpressed 1	protein_coding
PNKP	polynucleotide kinase 3'-phosphatase	protein_coding
PRPF31	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)	protein_coding
AKT1S1	AKT1 substrate 1 (proline-rich)	protein_coding
RP11-84O12.4		lincRNA
DNAJA1P5	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 5	pseudogene
CNOT3	CCR4-NOT transcription complex, subunit 3	protein_coding
RP11-364B6.1		processed_transcript
LENG1	leukocyte receptor cluster (LRC) member 1	protein_coding
TMC4	transmembrane channel-like 4	protein_coding
RP11-475E11.5		antisense
MBOAT7	membrane bound O-acyltransferase domain containing 7	protein_coding
RP5-1074L1.1		lincRNA
CYMP	chymosin pseudogene	pseudogene
TSEN34	tRNA splicing endonuclease 34 homolog (S. cerevisiae)	protein_coding
RP11-165H20.1		pseudogene
RPS9	ribosomal protein S9	protein_coding
PGCP1	progastricsin (pepsinogen C) pseudogene 1	pseudogene
RP5-836N10.1		lincRNA
RP4-773A18.4		lincRNA
LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	protein_coding
AKR7A2P1	aldo-keto reductase family 7, member A2 pseudogene 1	pseudogene
LILRA6	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6	protein_coding
RP5-1073O3.5		lincRNA
LILRB5	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5	protein_coding
LILRB2	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2	protein_coding
HSD3BP4	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4	pseudogene
LILRA3	leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3	protein_coding
RP4-599G15.7		sense_overlapping
LILRA5	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5	protein_coding
HIST2H2BA	histone cluster 2, H2ba (pseudogene)	processed_transcript
LILRA4	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 4	protein_coding
LAIR1	leukocyte-associated immunoglobulin-like receptor 1	protein_coding
TTYH1	tweety homolog 1 (Drosophila)	protein_coding
LENG8	leukocyte receptor cluster (LRC) member 8	protein_coding
BX284650.2		processed_transcript
SRGAP2P2	SLIT-ROBO Rho GTPase activating protein 2 pseudogene 2	pseudogene
BX248398.1		lincRNA
LENG9	leukocyte receptor cluster (LRC) member 9	protein_coding
CDC42EP5	CDC42 effector protein (Rho GTPase binding) 5	protein_coding
LAIR2	leukocyte-associated immunoglobulin-like receptor 2	protein_coding
AL592284.1		antisense
NLRP11	NLR family, pyrin domain containing 11	protein_coding
LILRA2	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2	protein_coding
NLRP4	NLR family, pyrin domain containing 4	protein_coding
RP5-1198E17.1		lincRNA
GAS5	growth arrest-specific 5 (non-protein coding)	non_coding
GAS5	growth arrest-specific 5 (non-protein coding)	non_coding
GAS5	growth arrest-specific 5 (non-protein coding)	non_coding
GAS5	growth arrest-specific 5 (non-protein coding)	non_coding
GAS5	growth arrest-specific 5 (non-protein coding)	non_coding
GAS5	growth arrest-specific 5 (non-protein coding)	non_coding
GAS5	growth arrest-specific 5 (non-protein coding)	non_coding
GAS5	growth arrest-specific 5 (non-protein coding)	non_coding
NLRP13	NLR family, pyrin domain containing 13	protein_coding
LILRB1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	protein_coding
NLRP8	NLR family, pyrin domain containing 8	protein_coding
NLRP5	NLR family, pyrin domain containing 5	protein_coding
ZNF787	zinc finger protein 787	protein_coding
ZNF444	zinc finger protein 444	protein_coding
GALP	galanin-like peptide	protein_coding
ZSCAN5B	zinc finger and SCAN domain containing 5B	protein_coding
ZSCAN5A	zinc finger and SCAN domain containing 5A	protein_coding
ZNF582	zinc finger protein 582	protein_coding
ZNF583	zinc finger protein 583	protein_coding
ZNF667	zinc finger protein 667	protein_coding
ZNF471	zinc finger protein 471	protein_coding
ZFP28	zinc finger protein 28 homolog (mouse)	protein_coding
ZNF470	zinc finger protein 470	protein_coding
ZNF71	zinc finger protein 71	protein_coding
AC007228.1	uncharacterized protein LOC147670	protein_coding
ZNF835	zinc finger protein 835	protein_coding
ZIM2	zinc finger, imprinted 2	protein_coding
PDZK1P1	PDZ domain containing 1 pseudogene 1	pseudogene
PEG3	paternally expressed 3	protein_coding
LILRA1	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1	protein_coding
RP11-21M7.1		lincRNA
USP29	ubiquitin specific peptidase 29	protein_coding
ZIM3	zinc finger, imprinted 3	protein_coding
DUXA	double homeobox A	protein_coding
ZNF264	zinc finger protein 264	protein_coding
AURKC	aurora kinase C	protein_coding
ZNF805	zinc finger protein 805	protein_coding
ZNF460	zinc finger protein 460	protein_coding
ZNF543	zinc finger protein 543	protein_coding
ZNF304	zinc finger protein 304	protein_coding
RP5-1180C10.2		antisense
TRAPPC2P1	trafficking protein particle complex 2 pseudogene 1	protein_coding
RP11-325P15.3		pseudogene
ZNF547	zinc finger protein 547	protein_coding
ZNF548	zinc finger protein 548	protein_coding
PDIA3P	protein disulfide isomerase family A, member 3 pseudogene	pseudogene
ZNF17	zinc finger protein 17	protein_coding
ZNF749	zinc finger protein 749	protein_coding
LILRB4	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4	protein_coding
RP11-441L11.1		lincRNA
RP6-74O6.2		processed_transcript
KIR3DL1	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1	protein_coding
KIR3DL1	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1	protein_coding
RP11-492M19.1		pseudogene
TBC1D17	TBC1 domain family, member 17	protein_coding
IL4I1	interleukin 4 induced 1	protein_coding
NUP62	nucleoporin 62kDa	protein_coding
SIGLEC11	sialic acid binding Ig-like lectin 11	protein_coding
DDAH1	dimethylarginine dimethylaminohydrolase 1	protein_coding
CYR61	cysteine-rich, angiogenic inducer, 61	protein_coding
ZNHIT6	zinc finger, HIT-type containing 6	protein_coding
F5	coagulation factor V (proaccelerin, labile factor)	protein_coding
ABCA7	ATP-binding cassette, sub-family A (ABC1), member 7	protein_coding
ALDH3A1	aldehyde dehydrogenase 3 family, member A1	protein_coding
SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	protein_coding
PYY2	peptide YY, 2 (seminalplasmin)	processed_transcript
HMHA1	histocompatibility (minor) HA-1	protein_coding
C1orf112	chromosome 1 open reading frame 112	protein_coding
POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	protein_coding
GPX4	glutathione peroxidase 4	protein_coding
SBNO2	strawberry notch homolog 2 (Drosophila)	protein_coding
STK11	serine/threonine kinase 11	protein_coding
C19orf26	chromosome 19 open reading frame 26	protein_coding
ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	protein_coding
SELL	selectin L	protein_coding
MIDN	midnolin	protein_coding
CIRBP	cold inducible RNA binding protein	protein_coding
C19orf24	chromosome 19 open reading frame 24	protein_coding
MUM1	melanoma associated antigen (mutated) 1	protein_coding
SELE	selectin E	protein_coding
LRRC37A11P	leucine rich repeat containing 37, member A11, pseudogene	antisense
EFNA2	ephrin-A2	protein_coding
NDUFS7	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)	protein_coding
METTL18	methyltransferase like 18	protein_coding
AC003958.2		antisense
SCYL3	SCY1-like 3 (S. cerevisiae)	protein_coding
AC019349.2		lincRNA
KRT42P	keratin 42 pseudogene	pseudogene
KIFAP3	kinesin-associated protein 3	protein_coding
